customer_id,full_name,email,phone,national_id,age,gender,region,marital_status,education_level,employment_status,housing_status,annual_income,savings_balance,checking_balance,loan_amount,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose,consent_flag,application_date,credit_risk
CUST-002818,Aicha Diallo,aicha.diallo2818@example-bank.test,+222-24-841007,6453031136,45,F,Trarza,single,primary,public_sector,own,31350.26,540.08,2439.71,5079.09,60,1,0,647,0.369,consumer_goods,TRUE,2025-03-22,good
CUST-002819,Noura Fall,noura.fall2819@example-bank.test,+222-44-285171,7868340058,55,M,Hodh El Gharbi,single,primary,private_sector,family,23081.13,10197.49,1117.53,6297.88,12,2,0,569,0.295,other,TRUE,2025-05-22,good
CUST-002820,Noura Barry,noura.barry2820@example-bank.test,+222-25-719167,3247142869,18,F,Gorgol,single,secondary,self_employed,own,53777.58,0.0,8715.13,8875.53,6,0,0,703,0.205,housing,TRUE,2025-06-14,good
CUST-002821,Mariam Mokhtar,mariam.mokhtar2821@example-bank.test,+222-43-108996,8806468587,56,M,Trarza,married,primary,unemployed,own,6276.54,1728.93,778.42,12833.38,24,1,0,623,1.8,car,TRUE,2025-01-13,good
CUST-002822,Ahmed Salem,ahmed.salem2822@example-bank.test,+222-33-391709,3970985785,52,F,Nouakchott,married,master,private_sector,own,46477.66,10012.91,12923.79,4608.99,48,0,0,497,0.275,consumer_goods,TRUE,2025-07-09,good
CUST-002823,Fatimata Ahmed,fatimata.ahmed2823@example-bank.test,+222-26-406425,5369137003,34,M,Brakna,widowed,bachelor,self_employed,rent,44688.21,16128.3,62.05,37384.99,36,0,1,633,0.879,business,TRUE,2025-11-16,bad
CUST-002824,Boubacar Kane,boubacar.kane2824@example-bank.test,+222-26-114361,4157625960,37,M,Nouakchott,married,secondary,private_sector,own,21351.2,4542.24,-1500.0,6300.2,18,0,0,671,0.346,health,TRUE,2025-02-20,good
CUST-002825,Mariam Barry,mariam.barry2825@example-bank.test,+222-21-160986,8386984598,32,M,Gorgol,single,secondary,unemployed,own,15751.4,4004.8,1788.28,13613.63,24,2,0,483,1.009,business,TRUE,2025-09-28,good
CUST-002826,Zeinebou Salem,zeinebou.salem2826@example-bank.test,+222-41-777949,5823943994,50,F,Gorgol,married,primary,student,rent,8904.92,891.51,1347.38,10907.19,36,0,0,800,1.202,housing,TRUE,2025-08-25,good
CUST-002827,Khadijetou Fall,khadijetou.fall2827@example-bank.test,+222-33-173085,5477028301,49,M,Assaba,married,secondary,self_employed,own,23084.99,8145.07,3875.83,5482.11,12,1,0,682,0.344,housing,TRUE,2025-06-02,bad
CUST-002828,Ahmed Ba,ahmed.ba2828@example-bank.test,+222-26-701788,8196378178,28,M,Nouadhibou,single,secondary,private_sector,family,68790.88,15509.56,11153.62,14452.03,36,1,2,581,0.293,car,TRUE,2025-09-20,good
CUST-002829,Ahmed Sow,ahmed.sow2829@example-bank.test,+222-38-548559,6082341223,39,F,Trarza,single,secondary,private_sector,own,17221.48,0.0,2067.17,7090.12,24,1,0,560,0.423,car,TRUE,2025-04-04,good
CUST-002830,Fatimata Fall,fatimata.fall2830@example-bank.test,+222-32-940654,6702932385,50,M,Nouakchott,married,secondary,self_employed,rent,54047.22,22058.68,-1500.0,15397.21,24,0,0,602,0.409,business,TRUE,2025-08-06,good
CUST-002831,Aicha Sy,aicha.sy2831@example-bank.test,+222-26-423881,9189876119,49,M,Brakna,married,bachelor,private_sector,rent,51272.93,10443.63,5725.29,4026.49,18,0,0,683,0.141,housing,TRUE,2025-10-08,good
CUST-002832,Yahya Salem,yahya.salem2832@example-bank.test,+222-29-213848,7548723840,41,M,Brakna,divorced,primary,self_employed,family,11278.51,3354.33,-160.04,12080.61,60,0,0,576,1.223,other,TRUE,2025-03-29,good
CUST-002833,Abdallahi Barry,abdallahi.barry2833@example-bank.test,+222-29-302566,9515843639,50,F,Brakna,married,primary,student,family,5677.34,1804.69,569.02,5832.47,24,0,0,602,1.124,health,TRUE,2025-07-30,bad
CUST-002834,Yahya Ould,yahya.ould2834@example-bank.test,+222-43-212405,5917528579,47,F,Inchiri,married,bachelor,private_sector,rent,77228.71,21831.94,19560.26,11907.13,12,0,0,649,0.234,business,TRUE,2025-05-14,good
CUST-002835,Noura Salem,noura.salem2835@example-bank.test,+222-34-913629,1527531458,47,M,Nouakchott,single,secondary,student,own,11625.83,639.49,775.45,6707.06,6,1,0,647,0.66,car,TRUE,2025-02-25,good
CUST-002836,Fatimata Ba,fatimata.ba2836@example-bank.test,+222-47-352315,5097330065,18,M,Nouakchott,married,secondary,retired,rent,9781.35,974.11,1068.34,10636.84,36,2,1,631,1.025,consumer_goods,TRUE,2025-07-26,good
CUST-002837,Yahya Mokhtar,yahya.mokhtar2837@example-bank.test,+222-46-192020,8755339946,18,M,Nouakchott,married,secondary,self_employed,own,33754.16,8704.99,991.3,10158.72,6,0,1,625,0.277,car,TRUE,2025-09-24,bad
CUST-002838,Aicha Mahmoud,aicha.mahmoud2838@example-bank.test,+222-43-756944,5810497076,43,F,Trarza,divorced,secondary,self_employed,own,60561.29,10237.42,2544.28,6106.58,36,4,0,774,0.288,business,TRUE,2025-04-09,good
CUST-002839,Ahmed Ba,ahmed.ba2839@example-bank.test,+222-36-723420,7595363636,40,F,Nouadhibou,married,bachelor,unemployed,own,10702.73,3768.77,1182.18,40825.66,12,1,0,545,1.8,other,TRUE,2025-08-10,bad
CUST-002840,Mohamed Mahmoud,mohamed.mahmoud2840@example-bank.test,+222-29-523607,2524744277,23,F,Trarza,married,secondary,public_sector,family,18162.07,4081.85,2679.25,7557.41,36,0,0,596,0.529,housing,TRUE,2025-01-20,bad
CUST-002841,Zeinebou Mahmoud,zeinebou.mahmoud2841@example-bank.test,+222-24-258170,4417808395,42,M,Nouakchott,widowed,primary,self_employed,family,12172.22,0.0,514.4,8483.22,24,0,0,581,0.836,education,TRUE,2025-04-26,bad
CUST-002842,Zeinebou Ahmed,zeinebou.ahmed2842@example-bank.test,+222-33-327587,4406746416,30,M,Nouadhibou,married,bachelor,private_sector,rent,33247.82,10011.67,-1500.0,14884.36,24,1,1,611,0.506,business,TRUE,2025-09-26,bad
CUST-002843,Noura Ba,noura.ba2843@example-bank.test,+222-22-189569,1793753247,29,F,Nouakchott,single,phd,self_employed,other,43424.16,8075.42,9944.23,10004.88,18,2,0,462,0.268,car,TRUE,2025-05-08,bad
CUST-002844,Yahya Mahmoud,yahya.mahmoud2844@example-bank.test,+222-32-170623,5554338704,46,M,Nouakchott,married,secondary,private_sector,family,18769.04,1111.02,-1103.92,11416.18,48,1,0,612,0.748,business,TRUE,2025-04-10,good
CUST-002845,Ahmed Traore,ahmed.traore2845@example-bank.test,+222-24-906229,5493113418,54,M,Hodh El Gharbi,single,secondary,private_sector,rent,27842.82,8106.38,2313.16,8535.7,6,3,1,671,0.435,car,TRUE,2025-09-29,good
CUST-002846,Yahya Mahmoud,yahya.mahmoud2846@example-bank.test,+222-22-978127,6806971221,30,M,Nouakchott,married,primary,private_sector,own,31298.72,5102.51,-1500.0,7788.71,6,0,0,620,0.308,business,TRUE,2025-11-22,bad
CUST-002847,Zeinebou Mahmoud,zeinebou.mahmoud2847@example-bank.test,+222-35-647104,1142669985,53,F,Nouakchott,married,secondary,retired,rent,15646.73,1140.6,1073.16,19920.28,48,0,2,541,1.354,housing,TRUE,2025-06-08,bad
CUST-002848,Sidi Ba,sidi.ba2848@example-bank.test,+222-44-806984,3344423751,29,F,Brakna,married,master,self_employed,other,34873.93,6850.9,-1500.0,5716.94,12,2,1,627,0.373,education,TRUE,2025-11-15,bad
CUST-002849,Boubacar Traore,boubacar.traore2849@example-bank.test,+222-39-423119,3492424258,51,M,Brakna,single,secondary,public_sector,rent,13321.85,1824.95,1021.93,9359.67,12,0,1,569,0.891,housing,TRUE,2025-12-07,bad
CUST-002850,Noura Sy,noura.sy2850@example-bank.test,+222-35-226392,9212239042,36,F,Guidimakha,single,master,self_employed,own,64966.45,2790.52,-784.55,12117.59,36,0,1,514,0.228,other,TRUE,2025-07-28,bad
CUST-002851,Zeinebou Mint,zeinebou.mint2851@example-bank.test,+222-28-338935,9479719431,45,F,Brakna,married,bachelor,unemployed,rent,9282.94,1500.29,32.27,5025.54,12,4,0,594,0.614,housing,TRUE,2025-08-26,bad
CUST-002852,Mariam Sy,mariam.sy2852@example-bank.test,+222-22-312460,1335264599,40,F,Assaba,married,bachelor,private_sector,rent,40231.57,12228.67,-194.04,6128.99,24,0,0,586,0.473,car,TRUE,2025-02-22,good
CUST-002853,Aicha Mokhtar,aicha.mokhtar2853@example-bank.test,+222-26-285661,6149470617,27,F,Nouakchott,married,bachelor,self_employed,own,23577.51,4913.4,904.27,27862.2,12,0,1,675,1.342,health,TRUE,2025-04-03,bad
CUST-002854,Khadijetou Barry,khadijetou.barry2854@example-bank.test,+222-42-417770,1939667329,38,M,Inchiri,married,secondary,public_sector,rent,61901.16,15073.56,12458.58,13901.01,6,0,1,626,0.339,business,TRUE,2025-07-12,good
CUST-002855,Aicha Sy,aicha.sy2855@example-bank.test,+222-21-952658,2977864453,28,F,Nouadhibou,married,secondary,public_sector,rent,17660.8,3695.16,2064.64,5845.56,48,3,1,614,0.555,business,TRUE,2025-07-30,bad
CUST-002856,Yahya Mahmoud,yahya.mahmoud2856@example-bank.test,+222-20-150871,4933896478,41,M,Inchiri,single,primary,public_sector,own,23869.58,0.0,-1500.0,13663.64,12,0,0,561,0.711,business,TRUE,2025-07-12,good
CUST-002857,Mohamed Diallo,mohamed.diallo2857@example-bank.test,+222-22-493268,1062286483,61,M,Nouadhibou,married,primary,self_employed,family,37724.67,13448.61,6834.9,4530.63,18,2,0,615,0.247,education,TRUE,2025-12-04,bad
CUST-002858,Abdallahi Ould,abdallahi.ould2858@example-bank.test,+222-39-838780,2402867954,44,M,Inchiri,married,secondary,private_sector,family,60552.92,5124.41,498.74,12996.62,6,1,0,762,0.289,housing,TRUE,2025-09-22,good
CUST-002859,Yahya Ould,yahya.ould2859@example-bank.test,+222-25-978448,8875746755,36,M,Nouakchott,married,master,self_employed,family,36241.42,337.91,-1500.0,7244.46,36,0,2,588,0.225,business,TRUE,2025-10-25,bad
CUST-002860,Zeinebou Mokhtar,zeinebou.mokhtar2860@example-bank.test,+222-20-424297,8540859997,51,M,Nouakchott,single,master,private_sector,own,74661.06,31216.08,4335.69,23741.81,18,1,1,669,0.414,business,TRUE,2025-03-25,bad
CUST-002861,Abdallahi Mokhtar,abdallahi.mokhtar2861@example-bank.test,+222-38-947865,5850301315,53,M,Assaba,married,secondary,self_employed,rent,19575.77,2329.1,1789.83,6012.07,24,2,0,558,0.495,housing,TRUE,2025-07-05,good
CUST-002862,Boubacar Ba,boubacar.ba2862@example-bank.test,+222-26-928270,3774372557,32,F,Hodh Ech Chargui,married,bachelor,private_sector,own,55326.72,0.0,1656.44,23560.72,24,0,0,658,0.595,car,TRUE,2025-07-19,bad
CUST-002863,Yahya Mahmoud,yahya.mahmoud2863@example-bank.test,+222-35-309081,6559818808,39,M,Trarza,married,bachelor,public_sector,other,76555.66,4648.2,4521.18,10822.42,24,1,0,442,0.294,business,TRUE,2025-05-18,good
CUST-002864,Khadijetou Ba,khadijetou.ba2864@example-bank.test,+222-42-208107,4731773384,47,F,Nouakchott,single,master,self_employed,own,37415.62,8825.98,594.77,6900.39,36,1,0,637,0.326,other,TRUE,2025-07-11,good
CUST-002865,Mintou Traore,mintou.traore2865@example-bank.test,+222-43-154496,7855441839,48,F,Nouadhibou,married,secondary,public_sector,family,43969.14,22540.49,1311.46,13668.34,24,0,0,639,0.567,housing,TRUE,2025-03-02,good
CUST-002866,Sidi Diallo,sidi.diallo2866@example-bank.test,+222-32-684574,3200366202,35,F,Nouadhibou,divorced,master,unemployed,own,14946.47,0.0,2102.64,12978.78,24,1,0,631,0.933,business,TRUE,2025-09-08,bad
CUST-002867,Ahmed Mint,ahmed.mint2867@example-bank.test,+222-27-400238,8750260259,52,M,Adrar,married,secondary,self_employed,rent,37681.53,0.0,1679.28,9508.24,24,2,1,563,0.39,car,FALSE,2025-11-03,good
CUST-002868,Mariam Ba,mariam.ba2868@example-bank.test,+222-33-796584,8466887116,39,F,Hodh El Gharbi,married,bachelor,private_sector,own,53394.25,10224.68,3505.96,6810.18,18,0,1,483,0.159,health,TRUE,2025-12-26,good
CUST-002869,Mintou Ahmed,mintou.ahmed2869@example-bank.test,+222-24-142102,5326791640,42,F,Trarza,single,secondary,unemployed,family,8150.2,2160.6,680.6,6405.96,36,0,0,607,0.789,other,FALSE,2025-07-17,bad
CUST-002870,Mohamed Sy,mohamed.sy2870@example-bank.test,+222-29-904121,6578704147,22,M,Nouakchott,married,secondary,self_employed,own,53570.91,1414.54,7363.83,4952.47,12,0,0,577,0.308,business,TRUE,2025-09-16,bad
CUST-002871,Fatimata Traore,fatimata.traore2871@example-bank.test,+222-37-164082,7907535469,42,M,Brakna,married,bachelor,private_sector,rent,33201.06,0.0,-1500.0,10728.96,18,0,0,657,0.376,housing,TRUE,2025-05-02,good
CUST-002872,Mintou Barry,mintou.barry2872@example-bank.test,+222-25-258765,2031898371,57,F,Nouakchott,single,secondary,student,own,15761.86,2336.33,2230.68,9971.32,12,0,0,571,0.697,consumer_goods,TRUE,2025-05-22,bad
CUST-002873,Khadijetou Traore,khadijetou.traore2873@example-bank.test,+222-32-461507,1466106641,41,F,Nouakchott,single,master,private_sector,own,110865.65,0.0,9187.09,4799.24,12,1,1,474,0.046,business,TRUE,2025-12-28,good
CUST-002874,Mohamed Fall,mohamed.fall2874@example-bank.test,+222-28-815225,4760060498,44,M,Trarza,single,secondary,unemployed,rent,10058.65,4001.02,3057.64,12571.84,36,4,0,600,1.273,housing,TRUE,2025-01-13,bad
CUST-002875,Boubacar Traore,boubacar.traore2875@example-bank.test,+222-40-129122,3589618078,22,F,Trarza,single,master,self_employed,rent,47728.33,0.0,4794.89,5066.49,12,1,1,569,0.197,housing,TRUE,2025-05-26,good
CUST-002876,Yahya Barry,yahya.barry2876@example-bank.test,+222-42-674711,6300600495,46,F,Nouadhibou,single,secondary,public_sector,family,19873.89,4703.85,1505.59,16742.46,36,6,0,649,1.014,consumer_goods,TRUE,2025-05-18,bad
CUST-002877,Sidi Salem,sidi.salem2877@example-bank.test,+222-21-881919,9050853723,64,F,Nouakchott,married,secondary,self_employed,rent,24813.76,9082.75,-779.68,14891.89,24,0,1,668,0.682,car,TRUE,2025-04-20,good
CUST-002878,Fatimata Ould,fatimata.ould2878@example-bank.test,+222-39-404255,4760205687,34,F,Trarza,married,primary,public_sector,own,25484.5,9588.78,1912.6,12164.95,12,1,0,589,0.634,business,TRUE,2025-07-25,bad
CUST-002879,Yahya Mint,yahya.mint2879@example-bank.test,+222-24-601681,3184469255,36,F,Nouadhibou,single,bachelor,student,family,8919.81,3974.87,-758.98,8018.77,24,2,1,387,1.119,car,FALSE,2025-05-06,bad
CUST-002880,Ahmed Fall,ahmed.fall2880@example-bank.test,+222-44-304390,4546615683,46,F,Hodh Ech Chargui,married,bachelor,self_employed,own,62568.85,10813.32,427.96,11065.3,18,0,0,649,0.16,consumer_goods,TRUE,2025-02-03,good
CUST-002881,Mohamed Diallo,mohamed.diallo2881@example-bank.test,+222-34-749176,9074933794,45,M,Brakna,divorced,bachelor,self_employed,rent,29453.64,3503.37,-1232.91,10920.42,48,0,0,592,0.564,car,TRUE,2025-01-14,bad
CUST-002882,Zeinebou Barry,zeinebou.barry2882@example-bank.test,+222-36-319546,9251659945,38,F,Nouadhibou,married,bachelor,student,other,27308.86,0.0,5105.67,13500.21,24,1,0,726,0.545,car,TRUE,2025-02-27,bad
CUST-002883,Boubacar Ould,boubacar.ould2883@example-bank.test,+222-33-339036,7441341284,36,F,Nouakchott,single,secondary,self_employed,family,28769.29,6248.69,4545.91,10040.75,36,2,1,570,0.524,health,TRUE,2025-05-26,bad
CUST-002884,Cheikh Mokhtar,cheikh.mokhtar2884@example-bank.test,+222-32-803198,6027229804,33,M,Nouadhibou,divorced,bachelor,private_sector,family,90502.73,16639.95,6396.99,12162.45,24,0,0,580,0.244,health,TRUE,2025-09-12,good
CUST-002885,Mohamed Kane,mohamed.kane2885@example-bank.test,+222-35-527204,7721284597,50,M,Brakna,single,bachelor,unemployed,own,22199.71,1112.19,1785.81,15378.64,36,4,0,756,0.736,housing,TRUE,2025-12-05,bad
CUST-002886,Aicha Salem,aicha.salem2886@example-bank.test,+222-20-355628,5967874943,45,M,Nouakchott,married,bachelor,retired,family,20777.66,9554.93,4604.04,4964.38,48,1,0,751,0.501,housing,TRUE,2025-03-13,bad
CUST-002887,Mariam Kane,mariam.kane2887@example-bank.test,+222-33-439529,7945820257,55,M,Nouakchott,single,secondary,unemployed,own,5686.94,2314.24,-100.77,8343.68,24,1,0,574,1.566,car,TRUE,2025-06-11,bad
CUST-002888,Mintou Diallo,mintou.diallo2888@example-bank.test,+222-27-260447,3917803722,46,F,Nouakchott,married,bachelor,retired,own,15076.25,0.0,-968.11,13844.51,12,0,0,675,0.886,business,TRUE,2025-12-25,good
CUST-002889,Mintou Traore,mintou.traore2889@example-bank.test,+222-27-318783,9944926018,61,M,Gorgol,married,bachelor,student,rent,13522.92,5766.47,2276.3,19223.61,6,2,0,640,1.409,car,TRUE,2025-10-05,good
CUST-002890,Sidi Ba,sidi.ba2890@example-bank.test,+222-30-766735,2988972084,44,F,Nouakchott,divorced,primary,student,rent,9314.73,4188.79,-336.19,5642.52,24,1,0,628,0.746,housing,TRUE,2025-09-21,good
CUST-002891,Sidi Barry,sidi.barry2891@example-bank.test,+222-21-917876,3726439193,40,M,Hodh El Gharbi,widowed,primary,private_sector,own,22614.98,7727.36,1770.31,14822.77,36,0,0,517,0.637,consumer_goods,TRUE,2025-03-14,bad
CUST-002892,Yahya Traore,yahya.traore2892@example-bank.test,+222-22-506153,1212093765,40,M,Nouakchott,married,phd,private_sector,family,97699.13,22824.56,4476.21,2780.74,48,0,0,687,0.234,car,TRUE,2025-09-07,good
CUST-002893,Fatimata Sow,fatimata.sow2893@example-bank.test,+222-41-746948,3276528225,29,M,Brakna,single,primary,private_sector,family,17202.71,1281.68,1326.66,11018.08,24,0,0,801,0.815,education,TRUE,2025-01-16,good
CUST-002894,Abdallahi Mokhtar,abdallahi.mokhtar2894@example-bank.test,+222-34-334248,8083452223,61,M,Assaba,single,bachelor,public_sector,rent,31360.32,2744.2,1771.0,16968.99,6,3,0,475,0.682,consumer_goods,TRUE,2025-06-21,bad
CUST-002895,Khadijetou Sow,khadijetou.sow2895@example-bank.test,+222-28-875755,1446606506,37,F,Nouakchott,married,master,private_sector,family,32550.02,1479.46,2767.47,7343.47,6,1,1,713,0.405,other,TRUE,2025-08-15,good
CUST-002896,Fatimata Kane,fatimata.kane2896@example-bank.test,+222-33-853027,7314956670,64,M,Trarza,married,secondary,unemployed,rent,6696.33,3477.65,1175.5,3959.96,36,1,0,618,0.598,car,TRUE,2025-10-25,good
CUST-002897,Mohamed Mahmoud,mohamed.mahmoud2897@example-bank.test,+222-44-771876,3505420869,43,M,Nouakchott,single,master,unemployed,rent,8773.05,2814.66,-231.72,4433.22,24,1,0,648,0.504,business,TRUE,2025-06-02,bad
CUST-002898,Mariam Traore,mariam.traore2898@example-bank.test,+222-44-961813,8001786436,29,F,Nouadhibou,single,secondary,public_sector,family,12057.5,359.28,1298.78,20405.65,6,2,0,632,1.689,business,TRUE,2025-12-19,good
CUST-002899,Boubacar Mint,boubacar.mint2899@example-bank.test,+222-44-839074,9874428833,52,F,Brakna,married,secondary,retired,rent,21364.14,0.0,1537.0,9212.33,60,0,0,725,0.44,business,TRUE,2025-10-22,good
CUST-002900,Yahya Kane,yahya.kane2900@example-bank.test,+222-43-104185,8230514283,44,M,Nouakchott,widowed,secondary,self_employed,own,11313.61,2353.7,1338.81,8808.09,24,2,1,705,0.954,business,TRUE,2025-11-03,bad
CUST-002901,Mintou Traore,mintou.traore2901@example-bank.test,+222-21-618869,8983913804,40,M,Tagant,married,secondary,retired,rent,18940.2,8575.65,1943.01,5319.35,18,1,2,538,0.319,consumer_goods,TRUE,2025-03-25,bad
CUST-002902,Mintou Salem,mintou.salem2902@example-bank.test,+222-42-520820,4383302570,23,F,Nouakchott,single,bachelor,private_sector,family,55423.02,23917.81,6022.22,12022.39,24,0,3,464,0.29,consumer_goods,TRUE,2025-02-07,good
CUST-002903,Noura Mint,noura.mint2903@example-bank.test,+222-22-703051,6163063711,53,F,Hodh El Gharbi,married,secondary,public_sector,own,28356.37,8158.91,-342.14,9445.01,24,1,1,637,0.495,car,TRUE,2025-04-23,good
CUST-002904,Noura Ba,noura.ba2904@example-bank.test,+222-24-334658,3863400923,45,M,Nouadhibou,married,primary,public_sector,family,30066.02,5892.05,4061.22,5487.06,36,0,1,599,0.178,other,TRUE,2025-05-30,bad
CUST-002905,Sidi Traore,sidi.traore2905@example-bank.test,+222-38-652208,8829897003,21,M,Gorgol,widowed,secondary,private_sector,own,48992.23,23280.67,-1491.14,6627.37,12,1,1,591,0.224,housing,TRUE,2025-09-28,good
CUST-002906,Khadijetou Ould,khadijetou.ould2906@example-bank.test,+222-26-829520,7242627133,23,M,Nouadhibou,single,secondary,unemployed,family,7399.86,1230.88,557.0,16550.89,36,3,0,574,1.8,consumer_goods,TRUE,2025-09-26,bad
CUST-002907,Noura Mint,noura.mint2907@example-bank.test,+222-46-322927,2809045938,34,M,Nouakchott,single,bachelor,private_sector,own,67975.8,40125.26,1587.8,14440.2,12,0,1,571,0.304,business,TRUE,2025-01-20,bad
CUST-002908,Cheikh Traore,cheikh.traore2908@example-bank.test,+222-37-168075,7744359550,38,F,Guidimakha,single,secondary,public_sector,own,32007.39,4510.22,3389.13,8005.28,12,0,0,612,0.465,car,FALSE,2025-05-23,good
CUST-002909,Zeinebou Mokhtar,zeinebou.mokhtar2909@example-bank.test,+222-34-936349,1363415751,36,F,Assaba,married,bachelor,public_sector,own,18520.25,1798.57,2574.51,6896.29,12,0,0,640,0.531,other,TRUE,2025-04-20,bad
CUST-002910,Sidi Fall,sidi.fall2910@example-bank.test,+222-47-850160,8514150767,28,F,Nouakchott,married,master,private_sector,own,53746.13,1229.58,7688.5,15907.85,36,1,0,602,0.334,business,TRUE,2025-07-23,bad
CUST-002911,Boubacar Ba,boubacar.ba2911@example-bank.test,+222-29-177348,9327515017,26,M,Nouakchott,married,primary,private_sector,other,41995.19,965.52,7831.65,6683.73,36,1,0,567,0.306,car,TRUE,2025-09-26,good
CUST-002912,Abdallahi Diallo,abdallahi.diallo2912@example-bank.test,+222-42-843330,5444361819,42,F,Nouadhibou,married,primary,private_sector,own,22935.1,15571.84,2034.8,11286.36,18,0,2,509,0.521,car,FALSE,2025-08-24,bad
CUST-002913,Boubacar Mint,boubacar.mint2913@example-bank.test,+222-36-454544,4998451721,24,F,Trarza,single,master,self_employed,own,37919.3,11001.23,8715.69,7661.95,60,2,0,537,0.156,business,TRUE,2025-03-25,good
CUST-002914,Boubacar Ahmed,boubacar.ahmed2914@example-bank.test,+222-46-651910,4194290538,27,F,Nouakchott,married,primary,public_sector,family,16137.29,2797.29,1311.01,8425.05,6,1,0,544,0.668,business,TRUE,2025-07-28,good
CUST-002915,Mariam Mint,mariam.mint2915@example-bank.test,+222-24-618089,2618396818,36,M,Assaba,single,primary,private_sector,own,32216.65,0.0,5314.58,10621.49,12,1,0,663,0.506,other,TRUE,2025-10-07,good
CUST-002916,Noura Salem,noura.salem2916@example-bank.test,+222-28-436151,8796711029,35,F,Guidimakha,married,master,public_sector,own,20894.52,3850.75,-322.83,7582.37,36,0,0,633,0.648,housing,TRUE,2025-11-24,good
CUST-002917,Aicha Ba,aicha.ba2917@example-bank.test,+222-37-328962,7547742247,26,F,Nouadhibou,widowed,bachelor,student,own,18075.58,7986.85,2310.75,11508.17,36,0,1,613,0.776,business,TRUE,2025-05-28,good
CUST-002918,Ahmed Ahmed,ahmed.ahmed2918@example-bank.test,+222-27-218164,2320053780,53,M,Adrar,married,bachelor,self_employed,rent,30361.24,8869.87,5195.78,4453.85,48,1,0,607,0.14,consumer_goods,TRUE,2025-03-20,good
CUST-002919,Zeinebou Mint,zeinebou.mint2919@example-bank.test,+222-20-920092,1260221292,54,M,Adrar,married,bachelor,self_employed,family,17110.64,2205.63,80.3,3841.63,12,0,0,376,0.283,business,TRUE,2025-12-22,good
CUST-002920,Noura Sy,noura.sy2920@example-bank.test,+222-37-263518,2783172274,28,M,Hodh Ech Chargui,single,primary,public_sector,rent,23857.91,0.0,1447.82,11818.76,18,0,0,592,0.465,consumer_goods,FALSE,2025-10-08,good
CUST-002921,Fatimata Diallo,fatimata.diallo2921@example-bank.test,+222-32-449367,7083856994,24,M,Hodh El Gharbi,married,master,self_employed,rent,30103.92,17010.05,6374.29,15242.24,24,3,0,572,0.696,consumer_goods,TRUE,2025-11-12,good
CUST-002922,Noura Mint,noura.mint2922@example-bank.test,+222-31-350426,2336557278,18,M,Nouakchott,widowed,bachelor,self_employed,rent,50187.23,20669.87,13477.83,20245.8,6,1,2,460,0.453,business,TRUE,2025-06-19,good
CUST-002923,Mariam Diallo,mariam.diallo2923@example-bank.test,+222-30-616944,4342548380,40,M,Assaba,married,secondary,retired,own,19458.1,3368.66,-1500.0,19175.85,24,0,2,418,1.136,business,TRUE,2025-05-20,bad
CUST-002924,Yahya Diallo,yahya.diallo2924@example-bank.test,+222-28-661641,9881601198,40,M,Assaba,married,primary,private_sector,own,34224.31,6138.34,3081.71,13337.13,36,0,0,633,0.625,consumer_goods,TRUE,2025-04-24,bad
CUST-002925,Khadijetou Fall,khadijetou.fall2925@example-bank.test,+222-36-652466,6568946798,45,M,Nouakchott,married,secondary,public_sector,family,33961.62,0.0,4881.2,15219.12,6,0,0,409,0.337,consumer_goods,TRUE,2025-12-09,good
CUST-002926,Mintou Ould,mintou.ould2926@example-bank.test,+222-33-960228,1737091752,39,F,Nouadhibou,divorced,bachelor,self_employed,own,27071.27,17015.23,305.56,6253.29,60,1,0,755,0.437,car,TRUE,2025-03-31,good
CUST-002927,Noura Sow,noura.sow2927@example-bank.test,+222-30-795399,2986953719,46,M,Nouakchott,single,secondary,private_sector,other,52809.31,2791.48,8016.43,21599.34,36,2,1,557,0.614,business,TRUE,2025-04-10,bad
CUST-002928,Cheikh Ba,cheikh.ba2928@example-bank.test,+222-34-526803,1065480907,52,M,Tagant,single,secondary,public_sector,family,37810.79,12042.32,4738.76,20877.68,48,0,0,725,0.79,education,TRUE,2025-01-31,good
CUST-002929,Fatimata Ahmed,fatimata.ahmed2929@example-bank.test,+222-25-912829,9027614612,40,F,Tagant,married,secondary,public_sector,rent,37605.68,0.0,363.41,17006.28,48,1,1,466,0.6,business,TRUE,2025-03-16,bad
CUST-002930,Yahya Mahmoud,yahya.mahmoud2930@example-bank.test,+222-30-893131,1444360564,55,F,Nouadhibou,married,bachelor,retired,rent,14806.95,3612.57,544.63,12612.11,60,0,0,577,0.948,housing,TRUE,2025-09-29,bad
CUST-002931,Mariam Mint,mariam.mint2931@example-bank.test,+222-31-247991,4787527259,31,M,Nouadhibou,divorced,secondary,private_sector,own,21220.45,0.0,162.13,12889.47,6,2,1,574,0.696,car,TRUE,2025-07-08,good
CUST-002932,Fatimata Fall,fatimata.fall2932@example-bank.test,+222-47-772292,4412840030,22,M,Adrar,married,secondary,public_sector,own,30895.98,1042.1,4813.02,4495.83,48,0,1,706,0.327,health,TRUE,2025-11-08,bad
CUST-002933,Khadijetou Ba,khadijetou.ba2933@example-bank.test,+222-33-931784,7242231835,25,F,Hodh Ech Chargui,widowed,bachelor,public_sector,own,33957.04,0.0,-154.75,11293.98,36,1,1,609,0.431,business,TRUE,2025-05-09,bad
